Disease,Symptom 1,Symptom 2,Symptom 3,Symptom 4,Symptom 5,Symptom 6,Symptom 7,Symptom 8,Symptom 9,Symptom 10,Symptom 11,Symptom 12,Symptom 13,Symptom 14,Symptom 15,Symptom 16,Symptom 17
Heart attack, vomiting, sweating, chest pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Heart attack, vomiting, breathlessness, chest pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Varicose veins, fatigue, cramps, bruising, obesity, swollen legs, swollen blood vessels, prominent veins on calf,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Varicose veins, fatigue, cramps, bruising, obesity, swollen legs, swollen blood vessels, prominent veins on calf,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Varicose veins, cramps, bruising, obesity, swollen legs, swollen blood vessels, prominent veins on calf,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Varicose veins, fatigue, bruising, obesity, swollen legs, swollen blood vessels, prominent veins on calf,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Varicose veins, fatigue, cramps, obesity, swollen legs, swollen blood vessels, prominent veins on calf,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Varicose veins, fatigue, cramps, bruising, swollen legs, swollen blood vessels, prominent veins on calf,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Varicose veins, fatigue, cramps, bruising, obesity, swollen blood vessels, prominent veins on calf,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Varicose veins, fatigue, cramps, bruising, obesity, swollen legs, prominent veins on calf,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Varicose veins, fatigue, cramps, bruising, obesity, swollen legs, swollen blood vessels,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Varicose veins, fatigue, cramps, bruising, obesity, swollen legs, prominent veins on calf,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings, lethargy, dizziness, puffy face and eyes, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, abnormal menstruation,no symptom,no symptom,no symptom,no symptom
Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings, lethargy, dizziness, puffy face and eyes, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, abnormal menstruation,no symptom,no symptom,no symptom,no symptom
Hypothyroidism, weight gain, cold hands and feets, mood swings, lethargy, dizziness, puffy face and eyes, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, abnormal menstruation,no symptom,no symptom,no symptom,no symptom,no symptom
Hypothyroidism, weight gain, cold hands and feets, mood swings, lethargy, dizziness, puffy face and eyes, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, abnormal menstruation,no symptom,no symptom,no symptom,no symptom,no symptom
Hypothyroidism, fatigue, cold hands and feets, mood swings, lethargy, dizziness, puffy face and eyes, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, abnormal menstruation,no symptom,no symptom,no symptom,no symptom,no symptom
Hypothyroidism, fatigue, weight gain, mood swings, lethargy, dizziness, puffy face and eyes, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, abnormal menstruation,no symptom,no symptom,no symptom,no symptom,no symptom
Hypothyroidism, fatigue, weight gain, cold hands and feets, lethargy, dizziness, puffy face and eyes, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, abnormal menstruation,no symptom,no symptom,no symptom,no symptom,no symptom
Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings, dizziness, puffy face and eyes, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, abnormal menstruation,no symptom,no symptom,no symptom,no symptom,no symptom
Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings, lethargy, puffy face and eyes, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, abnormal menstruation,no symptom,no symptom,no symptom,no symptom,no symptom
Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings, lethargy, dizziness, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, abnormal menstruation,no symptom,no symptom,no symptom,no symptom,no symptom
Hyperthyroidism, fatigue, mood swings, weight loss, restlessness, sweating, diarrhoea, fast heart rate, excessive hunger, muscle weakness, irritability, abnormal menstruation,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Hyperthyroidism, fatigue, mood swings, weight loss, restlessness, sweating, diarrhoea, fast heart rate, excessive hunger, muscle weakness, irritability, abnormal menstruation,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Hyperthyroidism, mood swings, weight loss, restlessness, sweating, diarrhoea, fast heart rate, excessive hunger, muscle weakness, irritability, abnormal menstruation,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Hyperthyroidism, fatigue, weight loss, restlessness, sweating, diarrhoea, fast heart rate, excessive hunger, muscle weakness, irritability, abnormal menstruation,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Hyperthyroidism, fatigue, mood swings, restlessness, sweating, diarrhoea, fast heart rate, excessive hunger, muscle weakness, irritability, abnormal menstruation,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Hyperthyroidism, fatigue, mood swings, weight loss, sweating, diarrhoea, fast heart rate, excessive hunger, muscle weakness, irritability, abnormal menstruation,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Hyperthyroidism, fatigue, mood swings, weight loss, restlessness, diarrhoea, fast heart rate, excessive hunger, muscle weakness, irritability, abnormal menstruation,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Hyperthyroidism, fatigue, mood swings, weight loss, restlessness, sweating, fast heart rate, excessive hunger, muscle weakness, irritability, abnormal menstruation,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Hyperthyroidism, fatigue, mood swings, weight loss, restlessness, sweating, diarrhoea, excessive hunger, muscle weakness, irritability, abnormal menstruation,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Hyperthyroidism, fatigue, mood swings, weight loss, restlessness, sweating, diarrhoea, fast heart rate, muscle weakness, irritability, abnormal menstruation,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea, blurred and distorted vision, excessive hunger, slurred speech, irritability, palpitations,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea, blurred and distorted vision, excessive hunger, drying and tingling lips, slurred speech, irritability, palpitations,no symptom,no symptom,no symptom,no symptom,no symptom
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea, blurred and distorted vision, excessive hunger, drying and tingling lips, slurred speech, irritability, palpitations,no symptom,no symptom,no symptom,no symptom,no symptom
Hypoglycemia, fatigue, anxiety, sweating, headache, nausea, blurred and distorted vision, excessive hunger, drying and tingling lips, slurred speech, irritability, palpitations,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Hypoglycemia, vomiting, anxiety, sweating, headache, nausea, blurred and distorted vision, excessive hunger, drying and tingling lips, slurred speech, irritability, palpitations,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Hypoglycemia, vomiting, fatigue, sweating, headache, nausea, blurred and distorted vision, excessive hunger, drying and tingling lips, slurred speech, irritability, palpitations,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Hypoglycemia, vomiting, fatigue, anxiety, headache, nausea, blurred and distorted vision, excessive hunger, drying and tingling lips, slurred speech, irritability, palpitations,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Hypoglycemia, vomiting, fatigue, anxiety, sweating, nausea, blurred and distorted vision, excessive hunger, drying and tingling lips, slurred speech, irritability, palpitations,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, blurred and distorted vision, excessive hunger, drying and tingling lips, slurred speech, irritability, palpitations,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea, excessive hunger, drying and tingling lips, slurred speech, irritability, palpitations,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain, swelling joints, painful walking,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain, swelling joints, painful walking,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Osteoarthristis, neck pain, knee pain, hip joint pain, swelling joints, painful walking,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Osteoarthristis, joint pain, knee pain, hip joint pain, swelling joints, painful walking,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Osteoarthristis, joint pain, neck pain, hip joint pain, swelling joints, painful walking,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Osteoarthristis, joint pain, neck pain, knee pain, swelling joints, painful walking,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain, painful walking,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain, swelling joints,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain, swelling joints, painful walking,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain, swelling joints, painful walking,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness, painful walking,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness, painful walking,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Arthritis, stiff neck, swelling joints, movement stiffness, painful walking,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Arthritis, muscle weakness, swelling joints, movement stiffness, painful walking,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Arthritis, muscle weakness, stiff neck, movement stiffness, painful walking,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Arthritis, muscle weakness, stiff neck, swelling joints, painful walking,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness, painful walking,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness, painful walking,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness, painful walking,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning movements, loss of balance, unsteadiness,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning movements, loss of balance, unsteadiness,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
(vertigo) Paroymsal  Positional Vertigo, headache, nausea, spinning movements, loss of balance, unsteadiness,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
(vertigo) Paroymsal  Positional Vertigo, vomiting, nausea, spinning movements, loss of balance, unsteadiness,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, spinning movements, loss of balance, unsteadiness,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, loss of balance, unsteadiness,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning movements, unsteadiness,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning movements, loss of balance,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning movements, loss of balance, unsteadiness,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, loss of balance, unsteadiness,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Acne, skin rash, pus filled pimples, blackheads, scurring,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Acne, skin rash, pus filled pimples, blackheads, scurring,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Acne, pus filled pimples, blackheads, scurring,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Acne, skin rash, blackheads, scurring,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Acne, skin rash, pus filled pimples, scurring,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Acne, skin rash, pus filled pimples, blackheads,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Acne, skin rash, pus filled pimples, blackheads, scurring,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Acne, skin rash, pus filled pimples, blackheads,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Acne, skin rash, pus filled pimples, scurring,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Acne, skin rash, blackheads, scurring,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Urinary tract infection, burning micturition, bladder discomfort, foul smell of urine, continuous feel of urine,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Urinary tract infection, burning micturition, bladder discomfort, foul smell of urine, continuous feel of urine,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Urinary tract infection, bladder discomfort, foul smell of urine, continuous feel of urine,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Urinary tract infection, burning micturition, foul smell of urine, continuous feel of urine,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Urinary tract infection, burning micturition, bladder discomfort, continuous feel of urine,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Urinary tract infection, burning micturition, bladder discomfort, foul smell of urine,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Urinary tract infection, burning micturition, bladder discomfort, foul smell of urine, continuous feel of urine,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Urinary tract infection, burning micturition, bladder discomfort, continuous feel of urine,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Urinary tract infection, bladder discomfort, foul smell of urine, continuous feel of urine,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Urinary tract infection, burning micturition, bladder discomfort, continuous feel of urine,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Psoriasis, skin rash, joint pain, skin peeling, silver like dusting, small dents in nails, inflammatory nails,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Psoriasis, skin rash, joint pain, skin peeling, silver like dusting, small dents in nails, inflammatory nails,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Psoriasis, joint pain, skin peeling, silver like dusting, small dents in nails, inflammatory nails,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Psoriasis, skin rash, skin peeling, silver like dusting, small dents in nails, inflammatory nails,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Psoriasis, skin rash, joint pain, silver like dusting, small dents in nails, inflammatory nails,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Psoriasis, skin rash, joint pain, skin peeling, small dents in nails, inflammatory nails,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Psoriasis, skin rash, joint pain, skin peeling, silver like dusting, inflammatory nails,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Psoriasis, skin rash, joint pain, skin peeling, silver like dusting, small dents in nails,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Psoriasis, skin rash, joint pain, skin peeling, silver like dusting, small dents in nails, inflammatory nails,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Psoriasis, skin rash, joint pain, skin peeling, silver like dusting, small dents in nails, inflammatory nails,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Impetigo, skin rash, high fever, blister, red sore around nose, yellow crust ooze,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Impetigo, skin rash, high fever, blister, red sore around nose, yellow crust ooze,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Impetigo, high fever, blister, red sore around nose, yellow crust ooze,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Impetigo, skin rash, blister, red sore around nose, yellow crust ooze,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Impetigo, skin rash, blister, red sore around nose, yellow crust ooze,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Impetigo, skin rash, high fever, red sore around nose, yellow crust ooze,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Impetigo, skin rash, high fever, blister, yellow crust ooze,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Impetigo, skin rash, high fever, blister, red sore around nose,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Impetigo, skin rash, high fever, blister, red sore around nose, yellow crust ooze,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Impetigo, skin rash, blister, red sore around nose, yellow crust ooze,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Fungal infection,itching, skin rash, nodal skin eruptions, dischromic  patches,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Allergy, continuous sneezing, shivering, chills, watering from eyes,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
GERD, stomach pain, acidity, ulcers on tongue, vomiting, cough, chest pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Chronic cholestasis,itching, vomiting, yellowish skin, nausea, loss of appetite, abdominal pain, yellowing of eyes,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Drug Reaction,itching, skin rash, stomach pain, burning micturition, spotting  urination,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain, passage of gases, internal itching,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
AIDS, muscle wasting, patches in throat, high fever, extra marital contacts,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Diabetes , fatigue, weight loss, restlessness, lethargy, irregular sugar level, blurred and distorted vision, obesity, excessive hunger, increased appetite, polyuria,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Bronchial Asthma, fatigue, cough, high fever, breathlessness, family history, mucoid sputum,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Hypertension , headache, chest pain, dizziness, loss of balance, lack of concentration,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Migraine, acidity, indigestion, headache, blurred and distorted vision, excessive hunger, stiff neck, depression, irritability, visual disturbances,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Cervical spondylosis, back pain, weakness in limbs, neck pain, dizziness, loss of balance,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Paralysis (brain hemorrhage), vomiting, headache, weakness of one body side, altered sensorium,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Jaundice,itching, vomiting, fatigue, weight loss, high fever, yellowish skin, dark urine, abdominal pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Malaria, chills, vomiting, high fever, sweating, headache, nausea, diarrhoea, muscle pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Chicken pox,itching, skin rash, fatigue, lethargy, high fever, headache, loss of appetite, mild fever, swelled lymph nodes, malaise, red spots over body,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Dengue, skin rash, chills, joint pain, vomiting, fatigue, high fever, headache, nausea, loss of appetite, pain behind the eyes, back pain, malaise, muscle pain, red spots over body,no symptom,no symptom,no symptom
Typhoid, chills, vomiting, fatigue, high fever, headache, nausea, constipation, abdominal pain, diarrhoea, toxic look (typhos), belly pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
hepatitis A, joint pain, vomiting, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, diarrhoea, mild fever, yellowing of eyes, muscle pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Hepatitis B,itching, fatigue, lethargy, yellowish skin, dark urine, loss of appetite, abdominal pain, yellow urine, yellowing of eyes, malaise, receiving blood transfusion, receiving unsterile injections,no symptom,no symptom,no symptom,no symptom,no symptom
Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite, yellowing of eyes, family history,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Hepatitis D, joint pain, vomiting, fatigue, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Hepatitis E, joint pain, vomiting, fatigue, high fever, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes, acute liver failure, coma, stomach bleeding,no symptom,no symptom,no symptom,no symptom
Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach, distention of abdomen, history of alcohol consumption, fluid overload,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Tuberculosis, chills, vomiting, fatigue, weight loss, cough, high fever, breathlessness, sweating, loss of appetite, mild fever, yellowing of eyes, swelled lymph nodes, malaise, phlegm, chest pain, blood in sputum,no symptom
Common Cold, continuous sneezing, chills, fatigue, cough, high fever, headache, swelled lymph nodes, malaise, phlegm, throat irritation, redness of eyes, sinus pressure, runny nose, congestion, chest pain, loss of smell, muscle pain
